id,name,symbol,slug,num_market_pairs,date_added,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote/USD/price,quote/USD/volume_24h,quote/USD/volume_change_24h,quote/USD/percent_change_1h,quote/USD/percent_change_24h,quote/USD/percent_change_7d,quote/USD/percent_change_30d,quote/USD/percent_change_60d,quote/USD/percent_change_90d,quote/USD/market_cap,quote/USD/market_cap_dominance,quote/USD/fully_diluted_market_cap,quote/USD/tvl,quote/USD/last_updated,tags/28,tags/29,platform/id,platform/name,platform/symbol,platform/slug,platform/token_address
6538,Curve DAO Token,CRV,curve-dao-token,305,2020-08-14T00:00:00.000Z,decentralized-exchange,defi,dao,yield-farming,amm,governance,framework-ventures-portfolio,alameda-research-portfolio,polygon-ecosystem,fantom-ecosystem,arbitrum-ecosytem,,,,,,,,,,,,,,,,,,3303030299,522282843.70204073,1797825440.0960028,,66,,,0.11480422,2022-08-04T20:15:00.000Z,1.3197574675869854,191776468.51510274,-20.4425,-0.2746697,-4.85590734,-13.13464814,34.83730124,6.82304222,-43.12654883,689286683.1683346,0.0652,4359198902.77,6004018642.85173,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xD533a949740bb3306d119CC777fa900bA034cd52
2502,Huobi Token,HT,huobi-token,110,2018-02-03T00:00:00.000Z,marketplace,centralized-exchange,discount-token,payments,algorand-ecosystem,kenetic-capital-portfolio,alameda-research-portfolio,multicoin-capital-portfolio,,,,,,,,,,,,,,,,,,,,,500000000,153920626.25441208,500000000,,67,,,,2022-08-04T20:15:00.000Z,4.345472794697898,9332447.51703166,9.0264,-0.07084426,-1.68227892,-3.41267516,-4.23179787,-41.804489,-51.88059384,668857893.9314107,0.0633,2172736397.35,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x6f259637dcd74c767781e37bc6133cd6a68aa161
1274,Waves,WAVES,waves,195,2016-06-02T00:00:00.000Z,lpos,platform,smart-contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,108974326,108974326,,68,,,,2022-08-04T20:15:00.000Z,5.752605174115043,275756358.82841873,37.9303,0.17443847,-0.3975572,1.25836266,7.20663344,-32.21578735,-59.3045979,626886271.5932995,0.0593,626886271.59,,2022-08-04T20:15:00.000Z,,,,,,,
4847,Stacks,STX,stacks,55,2019-10-28T00:00:00.000Z,mineable,platform,collectibles-nfts,defi,smart-contracts,metaverse,arrington-xrp-capital-portfolio,blockchain-capital-portfolio,dcg-portfolio,fabric-ventures-portfolio,hashkey-capital-portfolio,huobi-capital-portfolio,usv-portfolio,web3,injective-ecosystem,,,,,,,,,,,,,,1818000000,1326687150.010343,1352464600,,69,1048765672.087772,494572712.6363512,,2022-08-04T20:15:00.000Z,0.47157599242527465,27208061.41975624,-64.0606,0.64256116,-0.98024478,8.53996718,16.65065089,-12.95187937,-44.98951666,625633809.4039868,0.0592,857325154.23,,2022-08-04T20:15:00.000Z,,,,,,,
2130,Enjin Coin,ENJ,enjin-coin,260,2017-11-01T00:00:00.000Z,media,collectibles-nfts,gaming,ethereum-ecosystem,metaverse,arrington-xrp-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,1000000000,896399955.567558,1000000000,,70,,,,2022-08-04T20:15:00.000Z,0.6787830562835028,288179394.7857113,212.1314,-0.17044639,5.04267759,10.34431313,23.22052746,6.1556062,-35.27363647,608461101.4925431,0.0575,678783056.28,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c
4705,PAX Gold,PAXG,pax-gold,80,2019-09-26T00:00:00.000Z,bnb-chain,tokenized-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,339687.165,339687.165,,71,,,,2022-08-04T20:15:00.000Z,1787.848399363048,17793127.53165799,-36.8371,-0.12191601,1.56944772,2.00141787,0.86352406,-4.08102237,-4.93050392,607309154.2294215,0.0574,607309154.23,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78
1697,Basic Attention Token,BAT,basic-attention-token,316,2017-06-01T00:00:00.000Z,marketing,content-creation,defi,payments,dcg-portfolio,1confirmation-portfolio,pantera-capital-portfolio,web3,bnb-chain,,,,,,,,,,,,,,,,,,,,1500000000,1496166510.4163349,1500000000,,72,,,,2022-08-04T20:15:00.000Z,0.40034864189232977,43996868.95582157,-0.3039,-0.01359225,-1.210306,-2.60513993,-10.73347022,4.04072296,-31.18785859,598988230.4899659,0.0567,600522962.84,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x0d8775f648430679a709e98d2b0cb6250d2887ef
7186,PancakeSwap,CAKE,pancakeswap,334,2020-09-25T00:00:00.000Z,collectibles-nfts,decentralized-exchange,defi,smart-contracts,yield-farming,binance-chain,amm,dex,governance,bnb-chain,,,,,,,,,,,,,,,,,,,750000000,146107632.59495464,319812724.4147345,,73,,,0.18482364,2022-08-04T20:15:00.000Z,4.041199595608852,72391731.74789196,16.4758,0.73160132,0.54099827,12.06845269,29.2164391,-8.77705105,-46.25330989,590450105.7580974,0.0558,3030899696.71,3194667685.20819,2022-08-04T20:15:00.000Z,,,1839,BNB,BNB,bnb,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82
2469,Zilliqa,ZIL,zilliqa,207,2018-01-25T00:00:00.000Z,mineable,platform,payments,smart-contracts,polychain-capital-portfolio,kenetic-capital-portfolio,zilliqa-ecosystem,bnb-chain,,,,,,,,,,,,,,,,,,,,,21000000000,13127338791.622889,16418805944.622889,,74,,,,2022-08-04T20:15:00.000Z,0.042763151952902,195375488.87485975,11.8431,0.01651667,0.47117796,1.03659241,7.58363698,-14.83356959,-46.00008874,561366383.4833945,0.0531,898026191.01,,2022-08-04T20:15:00.000Z,,,,,,,
1934,Loopring,LRC,loopring,215,2017-08-30T00:00:00.000Z,marketplace,decentralized-exchange,defi,scaling,rollups,,,,,,,,,,,,,,,,,,,,,,,,1374513896,1330088529.837908,1373873437.4424574,,75,,,2.95114771,2022-08-04T20:15:00.000Z,0.4139374774931662,89246863.66353045,61.4858,-0.40323359,-0.50795907,-3.48640158,-0.09816087,-19.85229048,-42.93845172,550573490.8836975,0.0521,568962814.89,186562499.00127,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd
18069,STEPN,GMT,green-metaverse-token,127,2022-03-09T12:47:15.000Z,collectibles-nfts,gaming,binance-smart-chain,binance-launchpad,solana-ecosystem,bnb-chain,move-to-earn,,,,,,,,,,,,,,,,,,,,,,6000000000,600000000,6000000000,,76,,,,2022-08-04T20:15:00.000Z,0.9062912796292991,240846634.50127164,-3.9751,-0.17219643,-3.56713119,-11.80256596,-4.78355951,-4.92495627,-63.24491747,543774767.7775794,0.0514,5437747677.78,,2022-08-04T20:15:00.000Z,,,1839,BNB,BNB,bnb,0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1
131,Dash,DASH,dash,346,2014-02-14T00:00:00.000Z,mineable,hybrid-pow-pos,x11,medium-of-exchange,masternodes,dao,governance,,,,,,,,,,,,,,,,,,,,,,18900000,10850979.56926767,10850979.56926767,,77,,,,2022-08-04T20:15:00.000Z,49.01502437519594,84043483.47767858,-5.7997,-0.26337345,-1.84418695,-7.10926366,10.84888308,-17.02867181,-43.93177609,531861028.082408,0.0503,926383960.69,,2022-08-04T20:15:00.000Z,,,,,,,
5034,Kusama,KSM,kusama,148,2019-12-12T00:00:00.000Z,substrate,polkadot-ecosystem,cms-holdings-portfolio,kenetic-capital-portfolio,1confirmation-portfolio,vbc-ventures-portfolio,,,,,,,,,,,,,,,,,,,,,,,,8470098.05726206,9651217.45126206,,78,8597992,522550658.9973535,,2022-08-04T20:15:00.000Z,60.77589499936189,33546491.36917633,-17.64,-0.23511896,-4.12358151,-8.29947868,17.7983134,-11.98502638,-51.43728144,514777790.16245806,0.0487,586561378.43,,2022-08-04T20:15:00.000Z,,,,,,,
4846,Kava,KAVA,kava,85,2019-10-25T00:00:00.000Z,cosmos-ecosystem,defi,binance-launchpad,binance-labs-portfolio,lending-borowing,arrington-xrp-capital-portfolio,framework-ventures-portfolio,hashkey-capital-portfolio,injective-ecosystem,,,,,,,,,,,,,,,,,,,,,240433321,245402022,,79,240429829,513181649.27006674,3.04638609,2022-08-04T20:15:00.000Z,2.1344341981379804,52010665.53421301,36.3177,0.65107194,2.03560123,8.23111834,17.08263222,-18.41988035,-43.66707235,513189102.7142866,0.0485,523794468.05,168458326.27847,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x0C356B7fD36a5357E5A017EF11887ba100C9AB76
5964,Trust Wallet Token,TWT,trust-wallet-token,65,2020-07-30T00:00:00.000Z,polygon-ecosystem,bnb-chain,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,416649900,999668148,,80,416649900,501338283.51051664,,2022-08-04T20:15:00.000Z,1.2032602996196966,59298515.48979444,71.6524,2.24132844,14.4223861,21.37682885,57.28302422,95.60515942,30.06518879,501338283.51051664,0.0474,1203260299.62,,2022-08-04T20:15:00.000Z,,,1839,BNB,BNB,bnb,0x4b0f1812e5df2a09796481ff14017e6005508003
2083,Bitcoin Gold,BTG,bitcoin-gold,67,2017-10-23T00:00:00.000Z,mineable,medium-of-exchange,payments,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,17513923.589,17513923.589,,81,,,,2022-08-04T20:15:00.000Z,28.24742370362491,21767892.69485662,-53.2596,-0.00020372,-6.62887539,1.86661844,77.85829944,28.11696418,2.00010238,494723220.33139414,0.0468,593195897.78,,2022-08-04T20:15:00.000Z,,,,,,,
8646,Mina,MINA,mina,67,2021-03-02T00:00:00.000Z,pos,zero-knowledge-proofs,staking,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,618195551.8400393,824104972,,82,,,,2022-08-04T20:15:00.000Z,0.7833547907383286,23685243.65423915,-5.3577,-0.22393321,-3.30409204,3.45533673,18.79300583,-8.09089031,-57.11576441,484266447.1470195,0.0458,645566577.89,,2022-08-04T20:15:00.000Z,,,,,,,
5567,Celo,CELO,celo,116,2020-05-22T00:00:00.000Z,pos,zero-knowledge-proofs,mobile,payments,smart-contracts,coinbase-ventures-portfolio,polychain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,a16z-portfolio,celo-ecosystem,,,,,,,,,,,,,,,,,,1000000000,456611349,1000000000,,84,,,,2022-08-04T20:15:00.000Z,1.0079167198460883,18987478.19700171,3.8329,-0.61575447,-2.21567537,2.4224908,8.11326142,-22.77635337,-57.2037981,460226213.1285775,0.0435,1007916719.85,,2022-08-04T20:15:00.000Z,,,,,,,
5632,Arweave,AR,arweave,66,2020-05-27T00:00:00.000Z,distributed-computing,filesharing,storage,coinbase-ventures-portfolio,solana-ecosystem,arrington-xrp-capital-portfolio,blockchain-capital-portfolio,a16z-portfolio,multicoin-capital-portfolio,web3,,,,,,,,,,,,,,,,,,,66000000,33394701,63190435,,83,,,,2022-08-04T20:15:00.000Z,13.793641824219282,39773019.93085264,-31.7292,0.01622083,-5.55620029,-3.44123509,11.39127909,6.50461649,-37.97662755,460634544.4208975,0.0436,910380360.4,,2022-08-04T20:15:00.000Z,,,,,,,
8104,1inch Network,1INCH,1inch,246,2020-12-25T00:00:00.000Z,decentralized-exchange,defi,amm,binance-labs-portfolio,blockchain-capital-portfolio,dragonfly-capital-portfolio,fabric-ventures-portfolio,alameda-research-portfolio,parafi-capital,spartan-group,bnb-chain,,,,,,,,,,,,,,,,,,,570831693.3135878,1500000000,,85,570831693.3135878,450754425.95873034,,2022-08-04T20:15:00.000Z,0.7896450586724997,89952664.37756741,-0.7326,0.11967407,-1.26232208,0.05905717,25.01492759,-9.06417714,-40.87821608,450754425.95873034,0.0426,1184467588.01,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x111111111117dc0aa78b770fa6a738034120c302
11840,Optimism,OP,optimism-ethereum,83,2022-05-31T16:19:46.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234748364,4294967296,,86,214748364,411353037.13647705,,2022-08-04T20:15:00.000Z,1.9155118552450396,712428085.8593364,24.5033,0.79848169,-2.02868083,32.21347223,252.83265348,56.15749046,-58.07732424,449663274.2413779,0.0425,8227060773.38,,2022-08-04T20:15:00.000Z,,,11840,Optimism,OP,optimism-ethereum,0x4200000000000000000000000000000000000042
873,NEM,XEM,nem,126,2015-04-01T00:00:00.000Z,poi,medium-of-exchange,payments,smart-contracts,fantom-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,8999999999,8999999999,8999999999,,87,,,,2022-08-04T20:15:00.000Z,0.04981483626265958,9606903.77316321,-7.7343,-0.37013183,-1.14315143,0.09020004,22.53753943,-3.21645082,-40.11720149,448333526.3141214,0.0424,448333526.31,,2022-08-04T20:15:00.000Z,,,,,,,
9903,Convex Finance,CVX,convex-finance,116,2021-05-18T00:00:00.000Z,defi,yield-aggregator,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,66301199.54087554,93413677.58308302,,88,2814665,18752253.725214638,0.09926266,2022-08-04T20:15:00.000Z,6.662339470315167,7632005.53388393,-14.0081,0.34750141,-5.38640029,-15.12178378,11.61941309,-21.32363561,-71.04386949,441721098.6304169,0.0418,666233947.03,4450022800.6832,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b
2586,Synthetix,SNX,synthetix-network-token,264,2018-03-14T00:00:00.000Z,services,decentralized-exchange,defi,derivatives,dao,yield-farming,coinbase-ventures-portfolio,three-arrows-capital-portfolio,governance,synthetics,defiance-capital-portfolio,framework-ventures-portfolio,alameda-research-portfolio,parafi-capital,paradigm-portfolio,fantom-ecosystem,spartan-group,bnb-chain,,,,,,,,,,,212424133,114841533.01197928,215258834.2449152,,89,,,,2022-08-04T20:15:00.000Z,3.7218133847672497,124246618.97652152,-21.4789,-0.19734036,-4.43561992,-12.72494828,36.82236455,39.84119508,-19.25962519,427418754.69117445,0.0404,790602981.45,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f
8642,Fei USD,FEI,fei-usd,51,2021-03-02T00:00:00.000Z,defi,stablecoin,algorithmic-stablecoin,,,,,,,,,,,,,,,,,,,,,,,,,,,424996177.78890556,426116732.6917724,,90,,,6.85918949,2022-08-04T20:15:00.000Z,0.9862332433782952,1981330.33271988,-3.1169,-0.03806799,-0.06394088,-0.32964282,-1.0073828,-0.93134675,-0.49158196,419145358.84413093,0.0396,420250487.34,61107126.3422,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x956F47F50A910163D8BF957Cf5846D573E7f87CA
2694,Nexo,NEXO,nexo,81,2018-05-01T00:00:00.000Z,services,payments,cardano-ecosystem,,,,,,,,,,,,,,,,,,,,,,,,,,1000000000,560000011,1000000000,,91,,,,2022-08-04T20:15:00.000Z,0.7351118241860582,14229308.20167253,8.2744,0.05514656,-2.24967296,2.03044961,20.07465228,-39.69198502,-61.43373754,411662629.6304227,0.0389,735111824.19,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206
7080,Gala,GALA,gala,179,2020-09-16T00:00:00.000Z,collectibles-nfts,gaming,binance-smart-chain,polygon-ecosystem,play-to-earn,,,,,,,,,,,,,,,,,,,,,,,,,6977205436,35240112493,,93,,,,2022-08-04T20:15:00.000Z,0.058371807492639045,301870663.5442875,-8.3838,-0.20182998,-3.6229251,9.9676766,7.59148089,-23.31558752,-60.3452933,407272092.54678667,0.0385,2057029062.46,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x15D4c048F83bd7e37d49eA4C83a07267Ec4203dA
1684,Qtum,QTUM,qtum,189,2017-05-24T00:00:00.000Z,platform,smart-contracts,kenetic-capital-portfolio,,,,,,,,,,,,,,,,,,,,,,,,,,107822406,104274124,103944501,,92,,,,2022-08-04T20:15:00.000Z,3.9070448984400805,71887464.38899767,-15.4277,-0.02427639,-3.81056049,-11.59045485,35.52702218,-0.55349623,-27.93015423,407403684.21350837,0.0385,421266981.3,,2022-08-04T20:15:00.000Z,,,,,,,
2682,Holo,HOT,holo,120,2018-04-29T00:00:00.000Z,platform,distributed-computing,filesharing,storage,,,,,,,,,,,,,,,,,,,,,,,,,,173342974126.73712,177619433541.14133,,94,,,,2022-08-04T20:15:00.000Z,0.0023434976412031417,60754359.63010675,27.1633,-0.36621796,-4.27447933,7.61034797,10.5375851,-12.28607748,-41.82181613,406228850.9851457,0.0384,416250723.54,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x6c6ee5e31d828de241282b9606c8e98ea48526e2
5692,Compound,COMP,compound,278,2020-06-16T00:00:00.000Z,defi,dao,yield-farming,polkadot-ecosystem,coinbase-ventures-portfolio,three-arrows-capital-portfolio,polychain-capital-portfolio,lending-borowing,dragonfly-capital-portfolio,alameda-research-portfolio,a16z-portfolio,pantera-capital-portfolio,paradigm-portfolio,bnb-chain,,,,,,,,,,,,,,,10000000,7194467.28621437,10000000,,95,,,0.13769577,2022-08-04T20:15:00.000Z,56.415077588754734,102753029.52357715,-12.7432,-0.29581846,-3.54294639,-3.30730992,19.01512269,-4.21017778,-45.29656878,405876430.1615414,0.0384,564150775.89,2947631746.90331,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0xc00e94cb662c3520282e6f5717214004a7f26888
7653,Oasis Network,ROSE,oasis-network,61,2020-11-12T00:00:00.000Z,cosmos-ecosystem,collectibles-nfts,defi,privacy,scaling,smart-contracts,polychain-capital-portfolio,binance-labs-portfolio,arrington-xrp-capital-portfolio,blockchain-capital-portfolio,dragonfly-capital-portfolio,electric-capital-portfolio,kenetic-capital-portfolio,huobi-capital-portfolio,a16z-portfolio,winklevoss-capital-portfolio,pantera-capital-portfolio,,,,,,,,,,,,10000000000,5027383223,10000000000,,96,,,,2022-08-04T20:15:00.000Z,0.0798295440465049,61433757.71351068,-23.0483,0.32733778,-5.26605204,23.64256419,56.03946436,16.91062652,-50.9803294,401333710.43913823,0.038,798295440.47,,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x26B80FBfC01b71495f477d5237071242e0d959d7
1659,Gnosis,GNO,gnosis-gno,76,2017-05-01T00:00:00.000Z,services,decentralized-exchange,defi,prediction-markets,kenetic-capital-portfolio,arbitrum-ecosytem,,,,,,,,,,,,,,,,,,,,,,,10000000,2579588,3000000,,97,,,17.79871935,2022-08-04T20:15:00.000Z,154.4290374936982,4951402.10727839,50.253,0.35307297,-3.7159356,-5.72163133,31.21722085,-20.47317892,-47.47540658,398363291.97029394,0.0377,1544290374.94,22381570.50239149,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x6810e776880c02933d47db1b9fc05908e5386b96
5864,yearn.finance,YFI,yearn-finance,291,2020-07-18T00:00:00.000Z,defi,dao,yield-farming,yield-aggregator,yearn-partnerships,three-arrows-capital-portfolio,polychain-capital-portfolio,governance,blockchain-capital-portfolio,framework-ventures-portfolio,alameda-research-portfolio,parafi-capital,fantom-ecosystem,arbitrum-ecosytem,bnb-chain,,,,,,,,,,,,,,36666,36637.72122588,36666,,98,,,0.62908322,2022-08-04T20:15:00.000Z,10484.96609103787,99564558.81022805,-9.1712,-0.37400814,-5.24438664,18.99758082,67.27015881,38.77595369,-37.49107832,384145264.7062502,0.0363,384441766.69,610643000.98805,2022-08-04T20:15:00.000Z,,,1027,Ethereum,ETH,ethereum,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e
1168,Decred,DCR,decred,57,2016-02-10T00:00:00.000Z,mineable,hybrid-pow-pos,blake256,medium-of-exchange,store-of-value,privacy,dao,placeholder-ventures-portfolio,,,,,,,,,,,,,,,,,,,,,21000000,14238997.01495052,14185885.35481751,,99,,,,2022-08-04T20:15:00.000Z,26.702909975692638,1271538.04080163,-19.0605,0.28186958,-1.14767616,1.11006722,19.62197565,-23.95709629,-47.42878032,380222655.43437994,0.036,560761109.49,,2022-08-04T20:15:00.000Z,,,,,,,
2577,Ravencoin,RVN,ravencoin,97,2018-03-10T00:00:00.000Z,mineable,pow,platform,crowdfunding,,,,,,,,,,,,,,,,,,,,,,,,,21000000000,10473290000,10473290000,,100,,,,2022-08-04T20:15:00.000Z,0.03496576993965719,20180721.43703872,-7.9944,-0.48496939,-6.90890096,4.43224601,48.16342413,26.81781351,-18.22079329,366206648.6513123,0.0346,734281168.73,,2022-08-04T20:15:00.000Z,,,,,,,
